date,city,PM_China,PM_US Post
2014-6-25,Chengdu,26.5,41.0
2014-6-25,Chengdu,24.0,35.0
2014-6-25,Chengdu,24.5,29.0
2014-6-25,Chengdu,21.5,49.0
2014-6-25,Chengdu,23.5,53.0
2014-6-25,Chengdu,34.0,53.0
2014-6-25,Chengdu,33.5,63.0
2014-6-25,Chengdu,31.0,59.0
2014-6-25,Chengdu,32.0,52.0
2014-6-25,Chengdu,33.0,64.0
2014-6-25,Chengdu,37.0,54.0
2014-6-25,Chengdu,38.0,61.0
2014-6-25,Chengdu,41.0,59.0
2014-6-26,Chengdu,45.0,61.0
2014-6-26,Chengdu,45.0,57.0
2014-6-26,Chengdu,48.5,72.0
2014-6-26,Chengdu,44.0,62.0
2014-6-26,Chengdu,41.0,53.0
2014-6-26,Chengdu,38.5,66.0
2014-6-26,Chengdu,35.5,30.0
2014-6-26,Chengdu,35.5,44.0
2014-6-26,Chengdu,33.0,53.0
2014-6-26,Chengdu,36.0,49.0
2014-6-26,Chengdu,37.0,57.0
2014-6-26,Chengdu,40.5,59.0
2014-6-26,Chengdu,38.5,65.0
2014-6-26,Chengdu,38.0,58.0
2014-6-26,Chengdu,39.5,57.0
2014-6-26,Chengdu,40.5,54.0
2014-6-26,Chengdu,37.0,50.0
2014-6-26,Chengdu,23.5,38.0
2014-6-26,Chengdu,18.0,29.0
2014-6-26,Chengdu,15.5,31.0
2014-6-26,Chengdu,15.0,28.0
2014-6-26,Chengdu,16.0,23.0
2014-6-26,Chengdu,16.0,31.0
2014-6-26,Chengdu,20.0,20.0
2014-6-27,Chengdu,24.0,33.0
2014-6-27,Chengdu,29.0,36.0
2014-6-27,Chengdu,33.0,48.0
2014-6-27,Chengdu,37.5,77.0
2014-6-27,Chengdu,42.0,88.0
2014-6-27,Chengdu,45.5,92.0
2014-6-27,Chengdu,45.5,77.0
2014-6-27,Chengdu,54.5,75.0
2014-6-27,Chengdu,59.5,70.0
2014-6-27,Chengdu,61.0,100.0
2014-6-27,Chengdu,65.0,98.0
2014-6-27,Chengdu,60.5,95.0
2014-6-27,Chengdu,75.0,98.0
2014-6-27,Chengdu,76.0,111.0
2014-6-27,Chengdu,81.0,108.0
2014-6-27,Chengdu,69.0,74.0
2014-6-27,Chengdu,63.0,73.0
2014-6-27,Chengdu,71.0,70.0
2014-6-27,Chengdu,70.0,71.0
2014-6-27,Chengdu,58.0,80.0
2014-6-27,Chengdu,50.5,66.0
2014-6-27,Chengdu,48.0,73.0
2014-6-27,Chengdu,49.5,91.0
2014-6-27,Chengdu,55.0,83.0
2014-6-28,Chengdu,58.0,86.0
2014-6-28,Chengdu,62.5,103.0
2014-6-28,Chengdu,67.0,83.0
2014-6-28,Chengdu,65.5,82.0
2014-6-28,Chengdu,66.5,87.0
2014-6-28,Chengdu,67.5,97.0
2014-6-28,Chengdu,69.5,89.0
2014-6-28,Chengdu,82.0,90.0
2014-6-28,Chengdu,99.5,102.0
2014-6-28,Chengdu,107.5,173.0
2014-6-28,Chengdu,115.5,202.0
2014-6-28,Chengdu,133.0,164.0
2014-6-28,Chengdu,119.5,135.0
2014-6-28,Chengdu,88.5,89.0
2014-6-28,Chengdu,57.5,76.0
2014-6-28,Chengdu,51.5,49.0
2014-6-28,Chengdu,47.5,51.0
2014-6-28,Chengdu,33.0,52.0
2014-6-28,Chengdu,29.5,56.0
2014-6-28,Chengdu,17.5,30.0
2014-6-28,Chengdu,19.5,38.0
2014-6-28,Chengdu,19.0,31.0
2014-6-28,Chengdu,18.5,33.0
2014-6-28,Chengdu,18.0,29.0
2014-6-29,Chengdu,16.0,18.0
2014-6-29,Chengdu,15.0,23.0
2014-6-29,Chengdu,17.5,26.0
2014-6-29,Chengdu,20.0,30.0
2014-6-29,Chengdu,20.0,39.0
2014-6-29,Chengdu,21.0,42.0
2014-6-29,Chengdu,24.0,49.0
2014-6-29,Chengdu,30.0,43.0
2014-6-29,Chengdu,28.5,49.0
2014-6-29,Chengdu,34.0,52.0
2014-6-29,Chengdu,40.0,66.0
2014-6-29,Chengdu,48.5,69.0
2014-6-29,Chengdu,46.5,56.0
2014-6-29,Chengdu,35.5,36.0
2014-6-29,Chengdu,26.0,38.0
2014-6-29,Chengdu,23.5,37.0
2014-6-29,Chengdu,23.5,32.0
2014-6-29,Chengdu,23.5,38.0
2014-6-29,Chengdu,26.0,45.0
2014-6-29,Chengdu,29.0,47.0
2014-6-29,Chengdu,28.5,44.0
2014-6-29,Chengdu,31.0,41.0
2014-6-29,Chengdu,34.5,43.0
2014-6-29,Chengdu,34.5,45.0
2014-6-30,Chengdu,38.0,49.0
2014-6-30,Chengdu,42.0,54.0
2014-6-30,Chengdu,43.0,60.0
2014-6-30,Chengdu,41.5,63.0
2014-6-30,Chengdu,41.5,51.0
2014-6-30,Chengdu,39.0,58.0
2014-6-30,Chengdu,37.0,45.0
2014-6-30,Chengdu,40.0,60.0
2014-6-30,Chengdu,39.0,56.0
2014-6-30,Chengdu,39.5,58.0
2014-6-30,Chengdu,46.5,61.0
2014-6-30,Chengdu,45.0,75.0
2014-6-30,Chengdu,39.0,41.0
2014-6-30,Chengdu,38.5,43.0
2014-6-30,Chengdu,27.0,44.0
2014-6-30,Chengdu,10.0,17.0
2014-6-30,Chengdu,7.0,19.0
2014-6-30,Chengdu,8.0,14.0
2014-6-30,Chengdu,9.0,15.0
2014-6-30,Chengdu,11.0,21.0
2014-6-30,Chengdu,13.0,27.0
2014-6-30,Chengdu,17.0,30.0
2014-6-30,Chengdu,20.0,27.0
2014-7-1,Chengdu,15.5,23.0
2014-7-1,Chengdu,18.5,35.0
2014-7-1,Chengdu,17.5,23.0
2014-7-1,Chengdu,19.5,25.0
2014-7-1,Chengdu,20.0,31.0
2014-7-1,Chengdu,31.0,51.0
2014-7-1,Chengdu,29.5,52.0
2014-7-1,Chengdu,26.5,42.0
2014-7-1,Chengdu,25.5,39.0
2014-7-1,Chengdu,15.5,24.0
2014-7-1,Chengdu,12.0,22.0
2014-7-1,Chengdu,12.0,21.0
2014-7-1,Chengdu,12.0,25.0
2014-7-1,Chengdu,16.0,20.0
2014-7-1,Chengdu,17.0,24.0
2014-7-2,Chengdu,16.0,22.0
2014-7-2,Chengdu,21.0,31.0
2014-7-2,Chengdu,23.5,37.0
2014-7-2,Chengdu,29.5,41.0
2014-7-2,Chengdu,27.0,43.0
2014-7-2,Chengdu,27.5,38.0
2014-7-2,Chengdu,28.5,49.0
2014-7-2,Chengdu,31.5,51.0
2014-7-2,Chengdu,36.5,62.0
2014-7-2,Chengdu,36.0,57.0
2014-7-2,Chengdu,36.0,44.0
2014-7-2,Chengdu,35.0,43.0
2014-7-2,Chengdu,36.5,44.0
2014-7-2,Chengdu,35.5,42.0
2014-7-2,Chengdu,22.5,39.0
2014-7-2,Chengdu,21.5,29.0
2014-7-2,Chengdu,21.5,42.0
2014-7-2,Chengdu,23.0,32.0
2014-7-2,Chengdu,26.0,30.0
2014-7-3,Chengdu,28.0,30.0
2014-7-3,Chengdu,25.5,39.0
2014-7-3,Chengdu,27.5,28.0
2014-7-3,Chengdu,28.5,22.0
2014-7-3,Chengdu,26.0,28.0
2014-7-3,Chengdu,27.0,29.0
2014-7-3,Chengdu,46.0,35.0
2014-7-3,Chengdu,49.0,43.0
2014-7-3,Chengdu,48.0,69.0
2014-7-3,Chengdu,43.5,60.0
2014-7-3,Chengdu,42.0,63.0
2014-7-3,Chengdu,43.0,47.0
2014-7-3,Chengdu,45.0,50.0
2014-7-3,Chengdu,48.0,60.0
2014-7-3,Chengdu,54.0,90.0
2014-7-3,Chengdu,72.5,87.0
2014-7-3,Chengdu,54.0,69.0
2014-7-3,Chengdu,58.5,80.0
2014-7-3,Chengdu,64.5,84.0
2014-7-3,Chengdu,61.5,75.0
2014-7-4,Chengdu,62.0,72.0
2014-7-4,Chengdu,62.0,76.0
2014-7-4,Chengdu,69.5,80.0
2014-7-4,Chengdu,66.0,97.0
2014-7-4,Chengdu,62.5,73.0
2014-7-4,Chengdu,62.5,75.0
2014-7-4,Chengdu,56.5,91.0
2014-7-4,Chengdu,62.0,83.0
2014-7-4,Chengdu,67.0,95.0
2014-7-4,Chengdu,74.5,98.0
2014-7-4,Chengdu,89.0,109.0
2014-7-4,Chengdu,97.5,106.0
2014-7-4,Chengdu,97.5,109.0
2014-7-4,Chengdu,97.0,90.0
2014-7-4,Chengdu,69.5,91.0
2014-7-4,Chengdu,65.5,66.0
2014-7-4,Chengdu,59.5,69.0
2014-7-4,Chengdu,59.5,80.0
2014-7-4,Chengdu,61.5,77.0
2014-7-4,Chengdu,53.5,61.0
2014-7-4,Chengdu,44.5,58.0
2014-7-4,Chengdu,42.5,53.0
2014-7-4,Chengdu,42.0,45.0
2014-7-4,Chengdu,47.0,54.0
2014-7-5,Chengdu,41.0,33.0
2014-7-5,Chengdu,35.0,53.0
2014-7-5,Chengdu,37.0,41.0
2014-7-5,Chengdu,36.5,40.0
2014-7-5,Chengdu,35.0,47.0
2014-7-5,Chengdu,38.5,46.0
2014-7-5,Chengdu,42.5,41.0
2014-7-5,Chengdu,45.0,72.0
2014-7-5,Chengdu,49.5,63.0
2014-7-5,Chengdu,48.5,53.0
2014-7-5,Chengdu,41.0,44.0
2014-7-5,Chengdu,36.0,35.0
2014-7-5,Chengdu,33.5,42.0
2014-7-5,Chengdu,27.5,29.0
2014-7-5,Chengdu,28.5,34.0
2014-7-5,Chengdu,34.0,38.0
2014-7-5,Chengdu,34.0,40.0
2014-7-5,Chengdu,37.5,47.0
2014-7-5,Chengdu,41.0,43.0
2014-7-5,Chengdu,49.0,68.0
2014-7-5,Chengdu,52.0,86.0
2014-7-5,Chengdu,59.5,86.0
2014-7-5,Chengdu,60.0,79.0
2014-7-5,Chengdu,63.5,88.0
2014-7-6,Chengdu,67.5,78.0
2014-7-6,Chengdu,80.5,83.0
2014-7-6,Chengdu,84.0,99.0
2014-7-6,Chengdu,87.0,104.0
2014-7-6,Chengdu,94.0,116.0
2014-7-6,Chengdu,102.0,114.0
2014-7-6,Chengdu,102.0,121.0
2014-7-6,Chengdu,40.5,48.0
2014-7-6,Chengdu,43.5,33.0
2014-7-6,Chengdu,33.5,43.0
2014-7-6,Chengdu,36.5,43.0
2014-7-6,Chengdu,41.0,40.0
2014-7-6,Chengdu,34.0,31.0
2014-7-6,Chengdu,27.0,38.0
2014-7-6,Chengdu,31.0,44.0
2014-7-6,Chengdu,32.5,30.0
2014-7-6,Chengdu,36.5,41.0
2014-7-6,Chengdu,36.5,56.0
2014-7-6,Chengdu,38.5,72.0
2014-7-6,Chengdu,41.5,49.0
2014-7-6,Chengdu,44.0,73.0
2014-7-6,Chengdu,52.0,67.0
2014-7-6,Chengdu,54.0,70.0
2014-7-7,Chengdu,53.0,71.0
2014-7-7,Chengdu,56.0,76.0
2014-7-14,Chengdu,21.0,22.0
2014-7-14,Chengdu,20.0,22.0
2014-7-14,Chengdu,19.5,30.0
2014-7-14,Chengdu,26.5,35.0
2014-7-14,Chengdu,30.0,35.0
2014-7-14,Chengdu,28.0,33.0
2014-7-14,Chengdu,30.0,36.0
2014-7-14,Chengdu,26.0,47.0
2014-7-14,Chengdu,30.0,42.0
2014-7-15,Chengdu,33.0,38.0
2014-7-15,Chengdu,29.5,43.0
2014-7-15,Chengdu,29.0,48.0
2014-7-15,Chengdu,29.5,32.0
2014-7-15,Chengdu,29.5,53.0
2014-7-15,Chengdu,30.0,43.0
2014-7-15,Chengdu,32.5,29.0
2014-7-15,Chengdu,36.0,51.0
2014-7-15,Chengdu,28.0,52.0
2014-7-15,Chengdu,30.5,36.0
2014-7-15,Chengdu,31.5,36.0
2014-7-15,Chengdu,29.5,29.0
2014-7-15,Chengdu,24.5,38.0
2014-7-15,Chengdu,23.0,23.0
2014-7-15,Chengdu,24.0,35.0
2014-7-15,Chengdu,18.0,28.0
2014-7-15,Chengdu,21.0,33.0
2014-7-15,Chengdu,22.0,29.0
2014-7-15,Chengdu,21.0,28.0
2014-7-15,Chengdu,19.0,31.0
2014-7-15,Chengdu,20.5,42.0
2014-7-15,Chengdu,26.5,22.0
2014-7-15,Chengdu,34.0,38.0
2014-7-15,Chengdu,40.5,44.0
2014-7-16,Chengdu,45.5,43.0
2014-7-16,Chengdu,40.5,42.0
2014-7-16,Chengdu,39.5,45.0
2014-7-16,Chengdu,38.5,32.0
2014-7-16,Chengdu,35.5,50.0
2014-7-16,Chengdu,37.0,56.0
2014-7-16,Chengdu,36.0,59.0
2014-7-16,Chengdu,43.0,65.0
2014-7-16,Chengdu,42.5,58.0
2014-7-16,Chengdu,44.0,62.0
2014-7-16,Chengdu,34.0,31.0
2014-7-16,Chengdu,25.0,41.0
2014-7-16,Chengdu,24.0,35.0
2014-7-16,Chengdu,24.0,33.0
2014-7-16,Chengdu,28.0,40.0
2014-7-16,Chengdu,31.5,41.0
2014-7-16,Chengdu,41.0,45.0
2014-7-16,Chengdu,43.0,45.0
2014-7-16,Chengdu,51.5,96.0
2014-7-16,Chengdu,56.0,115.0
2014-7-17,Chengdu,67.5,119.0
2014-7-17,Chengdu,68.5,93.0
2014-7-17,Chengdu,58.0,89.0
2014-7-17,Chengdu,53.5,83.0
2014-7-17,Chengdu,51.5,73.0
2014-7-17,Chengdu,73.0,92.0
2014-7-17,Chengdu,73.0,134.0
2014-7-17,Chengdu,108.0,86.0
2014-7-17,Chengdu,97.5,124.0
2014-7-17,Chengdu,96.0,132.0
2014-7-17,Chengdu,68.0,83.0
2014-7-17,Chengdu,51.0,75.0
2014-7-17,Chengdu,48.0,63.0
2014-7-17,Chengdu,35.0,51.0
2014-7-17,Chengdu,35.5,47.0
2014-7-17,Chengdu,39.5,60.0
2014-7-17,Chengdu,37.5,52.0
2014-7-17,Chengdu,31.0,36.0
2014-7-17,Chengdu,26.0,35.0
2014-7-17,Chengdu,24.0,36.0
2014-7-17,Chengdu,23.5,27.0
2014-7-17,Chengdu,30.0,34.0
2014-7-17,Chengdu,40.5,33.0
2014-7-17,Chengdu,44.5,49.0
2014-7-18,Chengdu,45.5,49.0
2014-7-18,Chengdu,54.0,64.0
2014-7-18,Chengdu,66.5,54.0
2014-7-18,Chengdu,80.0,92.0
2014-7-18,Chengdu,83.5,117.0
2014-7-18,Chengdu,90.5,121.0
2014-7-18,Chengdu,99.0,118.0
2014-7-18,Chengdu,104.5,109.0
2014-7-18,Chengdu,113.5,113.0
2014-7-18,Chengdu,113.5,114.0
2014-7-18,Chengdu,76.0,91.0
2014-7-18,Chengdu,66.5,70.0
2014-7-18,Chengdu,48.0,74.0
2014-7-18,Chengdu,51.5,72.0
2014-7-18,Chengdu,50.0,62.0
2014-7-18,Chengdu,43.5,46.0
2014-7-18,Chengdu,59.5,80.0
2014-7-18,Chengdu,64.5,80.0
2014-7-18,Chengdu,63.0,74.0
2014-7-18,Chengdu,61.5,80.0
2014-7-18,Chengdu,48.5,47.0
2014-7-18,Chengdu,46.0,46.0
2014-7-18,Chengdu,46.0,54.0
2014-7-18,Chengdu,45.0,55.0
2014-7-19,Chengdu,47.0,47.0
2014-7-19,Chengdu,43.5,50.0
2014-7-19,Chengdu,38.5,38.0
2014-7-19,Chengdu,19.5,28.0
2014-7-19,Chengdu,18.5,24.0
2014-7-19,Chengdu,17.0,19.0
2014-7-19,Chengdu,17.5,15.0
2014-7-19,Chengdu,23.0,35.0
2014-7-19,Chengdu,33.0,26.0
2014-7-19,Chengdu,46.0,63.0
2014-7-19,Chengdu,51.0,74.0
2014-7-19,Chengdu,40.5,57.0
2014-7-19,Chengdu,36.0,56.0
2014-7-19,Chengdu,33.5,41.0
2014-7-19,Chengdu,36.0,45.0
2014-7-19,Chengdu,34.0,43.0
2014-7-19,Chengdu,34.5,51.0
2014-7-19,Chengdu,35.5,56.0
2014-7-19,Chengdu,39.0,47.0
2014-7-19,Chengdu,39.5,47.0
2014-7-19,Chengdu,43.0,59.0
2014-7-19,Chengdu,47.0,54.0
2014-7-19,Chengdu,47.0,85.0
2014-7-19,Chengdu,34.0,63.0
2014-7-20,Chengdu,28.5,37.0
2014-7-20,Chengdu,21.0,27.0
2014-7-20,Chengdu,33.5,50.0
2014-7-20,Chengdu,27.5,49.0
2014-7-20,Chengdu,24.5,41.0
2014-7-20,Chengdu,25.5,45.0
2014-7-20,Chengdu,22.5,20.0
2014-7-20,Chengdu,32.5,59.0
2014-7-20,Chengdu,38.0,76.0
2014-7-20,Chengdu,53.0,68.0
2014-7-20,Chengdu,47.0,62.0
2014-7-20,Chengdu,48.5,72.0
2014-7-20,Chengdu,50.0,68.0
2014-7-20,Chengdu,53.0,59.0
2014-7-20,Chengdu,50.5,71.0
2014-7-20,Chengdu,52.0,50.0
2014-7-20,Chengdu,45.5,40.0
2014-7-20,Chengdu,48.0,61.0
2014-7-20,Chengdu,45.5,59.0
2014-7-20,Chengdu,32.5,57.0
2014-7-20,Chengdu,32.5,55.0
2014-7-20,Chengdu,36.0,59.0
2014-7-20,Chengdu,30.5,63.0
2014-7-20,Chengdu,25.5,65.0
2014-7-21,Chengdu,27.0,44.0
2014-7-21,Chengdu,30.0,65.0
2014-7-21,Chengdu,32.5,55.0
2014-7-21,Chengdu,35.0,56.0
2014-7-21,Chengdu,36.5,52.0
2014-7-21,Chengdu,35.5,39.0
2014-7-21,Chengdu,34.5,49.0
2014-7-21,Chengdu,61.5,63.0
2014-7-21,Chengdu,88.5,100.0
2014-7-21,Chengdu,83.5,100.0
2014-7-21,Chengdu,70.5,84.0
2014-7-21,Chengdu,44.5,50.0
2014-7-21,Chengdu,31.0,59.0
2014-7-21,Chengdu,27.5,45.0
2014-7-21,Chengdu,21.0,31.0
2014-7-21,Chengdu,19.0,29.0
2014-7-21,Chengdu,23.5,51.0
2014-7-21,Chengdu,32.0,61.0
2014-7-21,Chengdu,38.5,58.0
2014-7-21,Chengdu,31.0,49.0
2014-7-21,Chengdu,26.5,38.0
2014-7-22,Chengdu,26.5,37.0
2014-7-22,Chengdu,28.5,35.0
2014-7-22,Chengdu,31.0,44.0
2014-7-22,Chengdu,37.0,46.0
2014-7-22,Chengdu,40.5,52.0
2014-7-22,Chengdu,39.0,39.0
2014-7-22,Chengdu,45.5,57.0
2014-7-22,Chengdu,43.0,62.0
2014-7-22,Chengdu,50.0,63.0
2014-7-22,Chengdu,57.0,70.0
2014-7-22,Chengdu,52.5,71.0
2014-7-22,Chengdu,44.0,55.0
2014-7-22,Chengdu,48.0,55.0
2014-7-22,Chengdu,42.5,54.0
2014-7-22,Chengdu,37.5,58.0
2014-7-22,Chengdu,28.5,46.0
2014-7-22,Chengdu,18.0,25.0
2014-7-22,Chengdu,18.0,37.0
2014-7-22,Chengdu,18.0,28.0
2014-7-22,Chengdu,20.5,32.0
2014-7-22,Chengdu,21.0,38.0
2014-7-22,Chengdu,25.5,40.0
2014-7-22,Chengdu,30.5,44.0
2014-7-23,Chengdu,32.5,35.0
2014-7-23,Chengdu,26.5,35.0
2014-7-23,Chengdu,23.0,31.0
2014-7-23,Chengdu,23.0,35.0
2014-7-23,Chengdu,21.0,11.0
2014-7-23,Chengdu,25.5,20.0
2014-7-23,Chengdu,34.5,16.0
2014-7-23,Chengdu,42.5,26.0
2014-7-23,Chengdu,42.0,49.0
2014-7-23,Chengdu,45.0,54.0
2014-7-23,Chengdu,47.0,50.0
2014-7-23,Chengdu,48.5,57.0
2014-7-23,Chengdu,39.5,47.0
2014-7-23,Chengdu,30.5,48.0
2014-7-23,Chengdu,27.5,36.0
2014-7-23,Chengdu,32.5,54.0
2014-7-23,Chengdu,29.5,37.0
2014-7-23,Chengdu,20.0,30.0
2014-7-23,Chengdu,17.0,25.0
2014-7-23,Chengdu,16.5,28.0
2014-7-23,Chengdu,12.5,28.0
2014-7-23,Chengdu,11.5,22.0
2014-7-24,Chengdu,12.5,22.0
2014-7-24,Chengdu,13.5,19.0
2014-7-24,Chengdu,14.0,27.0
2014-7-24,Chengdu,12.5,29.0
2014-7-24,Chengdu,15.0,32.0
2014-7-24,Chengdu,22.5,30.0
2014-7-24,Chengdu,27.0,27.0
2014-7-24,Chengdu,22.5,36.0
2014-7-24,Chengdu,15.5,16.0
2014-7-24,Chengdu,22.5,22.0
2014-7-24,Chengdu,25.0,27.0
2014-7-24,Chengdu,27.5,38.0
2014-7-24,Chengdu,23.5,30.0
2014-7-24,Chengdu,22.0,32.0
2014-7-24,Chengdu,13.5,22.0
2014-7-24,Chengdu,10.0,18.0
2014-7-24,Chengdu,11.5,23.0
2014-7-24,Chengdu,9.5,19.0
2014-7-24,Chengdu,9.0,15.0
2014-7-24,Chengdu,11.5,23.0
2014-7-24,Chengdu,13.5,24.0
2014-7-24,Chengdu,13.5,25.0
2014-7-24,Chengdu,16.0,28.0
2014-7-24,Chengdu,18.5,26.0
2014-7-25,Chengdu,27.5,33.0
2014-7-25,Chengdu,32.0,37.0
2014-7-25,Chengdu,31.0,34.0
2014-7-25,Chengdu,32.5,36.0
2014-7-25,Chengdu,31.0,35.0
2014-7-25,Chengdu,52.0,39.0
2014-7-25,Chengdu,76.5,90.0
2014-7-25,Chengdu,65.5,74.0
2014-7-25,Chengdu,32.0,50.0
2014-7-25,Chengdu,31.0,38.0
2014-7-25,Chengdu,22.0,31.0
2014-7-25,Chengdu,17.5,36.0
2014-7-25,Chengdu,16.5,25.0
2014-7-25,Chengdu,16.0,32.0
2014-7-25,Chengdu,19.0,29.0
2014-7-25,Chengdu,19.5,27.0
2014-7-25,Chengdu,17.5,31.0
2014-7-25,Chengdu,18.0,26.0
2014-7-25,Chengdu,20.5,37.0
2014-7-25,Chengdu,24.5,46.0
2014-7-25,Chengdu,29.0,44.0
2014-7-25,Chengdu,30.0,43.0
2014-7-26,Chengdu,34.5,41.0
2014-7-26,Chengdu,46.5,59.0
2014-7-26,Chengdu,47.5,75.0
2014-7-26,Chengdu,49.0,74.0
2014-7-26,Chengdu,50.5,75.0
2014-7-26,Chengdu,50.0,51.0
2014-7-26,Chengdu,59.0,53.0
2014-7-26,Chengdu,57.0,69.0
2014-7-26,Chengdu,59.0,90.0
2014-7-26,Chengdu,58.0,45.0
2014-7-26,Chengdu,42.0,43.0
2014-7-26,Chengdu,39.0,49.0
2014-7-26,Chengdu,35.0,33.0
2014-7-26,Chengdu,25.5,37.0
2014-7-26,Chengdu,25.5,33.0
2014-7-26,Chengdu,23.0,36.0
2014-7-26,Chengdu,24.0,30.0
2014-7-26,Chengdu,27.0,36.0
2014-7-26,Chengdu,29.0,42.0
2014-7-26,Chengdu,34.5,47.0
2014-7-26,Chengdu,37.5,55.0
2014-7-26,Chengdu,48.5,57.0
2014-7-26,Chengdu,60.5,82.0
2014-7-27,Chengdu,65.5,94.0
2014-7-27,Chengdu,73.5,103.0
2014-7-27,Chengdu,85.5,103.0
2014-7-27,Chengdu,93.0,106.0
2014-7-27,Chengdu,88.0,100.0
2014-7-27,Chengdu,78.0,98.0
2014-7-27,Chengdu,72.5,89.0
2014-7-27,Chengdu,78.0,92.0
2014-7-27,Chengdu,84.0,85.0
2014-7-27,Chengdu,79.5,88.0
2014-7-27,Chengdu,78.0,97.0
2014-7-27,Chengdu,60.0,70.0
2014-7-27,Chengdu,49.0,63.0
2014-7-27,Chengdu,46.5,60.0
2014-7-27,Chengdu,47.5,58.0
2014-7-27,Chengdu,41.0,63.0
2014-7-27,Chengdu,45.0,66.0
2014-7-27,Chengdu,48.5,60.0
2014-7-27,Chengdu,42.0,50.0
2014-7-27,Chengdu,43.5,55.0
2014-7-27,Chengdu,41.5,59.0
2014-7-27,Chengdu,40.5,74.0
2014-7-28,Chengdu,43.5,62.0
2014-7-28,Chengdu,47.0,62.0
2014-7-28,Chengdu,48.0,58.0
2014-7-28,Chengdu,55.5,62.0
2014-7-28,Chengdu,62.0,71.0
2014-7-28,Chengdu,63.0,79.0
2014-7-28,Chengdu,58.0,66.0
2014-7-28,Chengdu,58.0,54.0
2014-7-28,Chengdu,54.0,58.0
2014-7-28,Chengdu,57.0,60.0
2014-7-28,Chengdu,57.5,71.0
2014-7-28,Chengdu,105.5,95.0
2014-7-28,Chengdu,109.0,86.0
2014-7-28,Chengdu,80.0,105.0
2014-7-28,Chengdu,52.0,70.0
2014-7-28,Chengdu,52.5,58.0
2014-7-28,Chengdu,51.0,60.0
2014-7-28,Chengdu,49.5,62.0
2014-7-28,Chengdu,48.0,72.0
2014-7-29,Chengdu,64.5,78.0
2014-7-29,Chengdu,69.0,92.0
2014-7-29,Chengdu,71.0,97.0
2014-7-29,Chengdu,68.5,79.0
2014-7-29,Chengdu,70.5,75.0
2014-7-29,Chengdu,80.0,93.0
2014-7-29,Chengdu,104.5,121.0
2014-7-29,Chengdu,106.0,119.0
2014-7-29,Chengdu,103.0,114.0
2014-7-29,Chengdu,92.0,98.0
2014-7-29,Chengdu,96.0,131.0
2014-7-29,Chengdu,113.5,106.0
2014-7-29,Chengdu,93.5,98.0
2014-7-29,Chengdu,76.0,71.0
2014-7-29,Chengdu,50.5,74.0
2014-7-29,Chengdu,49.0,87.0
2014-7-29,Chengdu,61.5,82.0
2014-7-29,Chengdu,70.5,96.0
2014-7-29,Chengdu,74.0,124.0
2014-7-29,Chengdu,80.0,119.0
2014-7-30,Chengdu,85.5,118.0
2014-7-30,Chengdu,96.5,126.0
2014-7-30,Chengdu,109.0,134.0
2014-7-30,Chengdu,114.0,134.0
2014-7-30,Chengdu,120.0,118.0
2014-7-30,Chengdu,110.5,132.0
2014-7-30,Chengdu,107.0,132.0
2014-7-30,Chengdu,101.5,131.0
2014-7-30,Chengdu,116.0,130.0
2014-7-30,Chengdu,105.0,131.0
2014-7-30,Chengdu,95.5,119.0
2014-7-30,Chengdu,94.5,105.0
2014-7-30,Chengdu,78.5,99.0
2014-7-30,Chengdu,80.5,71.0
2014-7-30,Chengdu,67.5,94.0
2014-7-30,Chengdu,82.5,83.0
2014-7-30,Chengdu,69.0,72.0
2014-7-30,Chengdu,49.5,63.0
2014-7-30,Chengdu,54.0,62.0
2014-7-30,Chengdu,58.0,87.0
2014-7-30,Chengdu,64.5,76.0
2014-7-30,Chengdu,58.0,64.0
2014-7-30,Chengdu,55.0,73.0
2014-7-30,Chengdu,63.5,88.0
2014-7-31,Chengdu,69.0,86.0
2014-7-31,Chengdu,66.5,69.0
2014-7-31,Chengdu,55.5,67.0
2014-7-31,Chengdu,48.0,47.0
2014-7-31,Chengdu,32.5,35.0
2014-7-31,Chengdu,25.0,13.0
2014-7-31,Chengdu,26.5,13.0
2014-7-31,Chengdu,24.0,13.0
2014-7-31,Chengdu,8.0,15.0
2014-7-31,Chengdu,7.0,22.0
2014-7-31,Chengdu,8.5,27.0
2014-7-31,Chengdu,10.5,18.0
2014-7-31,Chengdu,17.5,37.0
2014-7-31,Chengdu,34.0,30.0
2014-7-31,Chengdu,31.5,67.0
2014-7-31,Chengdu,36.0,30.0
2014-7-31,Chengdu,13.0,31.0
2014-7-31,Chengdu,13.0,14.0
2014-7-31,Chengdu,19.0,38.0
2014-7-31,Chengdu,19.5,31.0
2014-7-31,Chengdu,28.5,36.0
2014-7-31,Chengdu,27.5,31.0
2014-7-31,Chengdu,25.0,25.0
2014-8-1,Chengdu,25.0,36.0
2014-8-1,Chengdu,27.5,45.0
2014-8-1,Chengdu,21.0,27.0
2014-8-1,Chengdu,17.0,23.0
2014-8-1,Chengdu,15.5,28.0
2014-8-1,Chengdu,15.5,25.0
2014-8-1,Chengdu,17.5,23.0
2014-8-1,Chengdu,18.5,29.0
2014-8-1,Chengdu,20.0,21.0
2014-8-1,Chengdu,25.5,30.0
2014-8-1,Chengdu,27.5,36.0
2014-8-1,Chengdu,31.5,38.0
2014-8-1,Chengdu,36.0,54.0
2014-8-1,Chengdu,45.0,57.0
